ipst,wallclock
idg265evq,53.0
ibdb01020,5942.0
iciif7dtq,784.0
icvba5ehq,173.0
iaau51050,299.0
ic9t57nqq,126.0
iccza7elq,49.0
la7t01pzq,20.0
lb4303fuq,13.0
ibld90pcq,33.0
idgg98j8q,1367.0
iciia0ghq,766.0
lb1v12nmq,15.0
idq27qecq,1244.0
ibu98wgjq,1599.0
idp1a1dfq,1100.0
j9mo01grq,174.0
ib2001060,607.0
lb8s6gcgq,67.0
lcfel1acq,25.0
o6hf710f0,17.0
lb8r1kfsq,34.0
iby901010,718.0
idgq110c0,398.0
icp209lbq,232.0
ibu9eq010,2617.0
iaaug1010,108.0
icqa53svq,616.0
ocvc02080,49.0
iddc18y3q,270.0
id0r19d2q,1161.0
o5e701060,103.0
ibtm7prmq,1009.0
idgbk0020,2731.0
lb8s4kemq,71.0
idx510nfq,175.0
ic9g05010,580.0
idci09oqq,1521.0
lcij01doq,98.0
ico802jnq,198.0
idwm06020,665.0
id1v04d6q,1328.0
ib2k08jsq,191.0
id0nc1dzq,928.0
icii52cwq,772.0
ibem01ujq,72.0
idus47010,1130.0
iciic7e4q,601.0
ibwf01ewq,1412.0
ibu9ft010,2857.0
icnl05050,2320.0
ide205050,419.0
idwi1cqiq,991.0
o4fm06010,58.0
icl701ifq,81.0
ib91qb010,606.0
j8e109010,85.0
idh104010,5331.0
ibxa71teq,186.0
idr903020,2259.0
iciic7e2q,739.0
icco08040,2877.0
idci03fcq,2995.0
ic5p030k0,94.0
ib2f02030,1992.0
ich3100a0,270.0
idca0d010,2201.0
j8rq19020,4905.0
ibxd80gaq,375.0
icpf32k0q,63.0
ie1c3qbdq,734.0
idnz03jhq,68.0
ibcz21feq,315.0
id9o05dfq,301.0
lcil3aitq,15.0
idms02spq,111.0
idp518aoq,153.0
idiy32030,83.0
id1k30010,2215.0
iabr01oiq,250.0
ibsi04010,3467.0
j8i0cxh1q,2467.0
idy640r5q,180.0
ib3821bhq,117.0
idwi16v5q,781.0
ibh708qmq,39.0
ibfi13040,2212.0
iaab16010,771.0
ie1qb2e9q,186.0
icbr07040,2860.0
ie7h12070,308.0
idoa01aiq,863.0
ico803tmq,197.0
ibxa31s3q,150.0
icft81ysq,494.0
ibct3zquq,26.0
iaai02qkq,198.0
j8qo07050,121.0
icfc47010,1585.0
idp131peq,1168.0
icx705j8q,129.0
ichf04bgq,718.0
icjr07030,1781.0
ichc020g0,92.0
idy612h1q,102.0
idi502hjq,173.0
ichd10qoq,198.0
iehq10c2q,361.0
icwy04k9q,43.0
ib9j09i2q,1539.0
lbo2dkkrq,58.0
la9k03eiq,20.0
icbf05020,3180.0
ie3b0l010,576.0
icmx01040,2158.0
iboe2sdvq,300.0
ib4v11moq,252.0
icg6bl010,1694.0
iblb4fizq,578.0
ichb04030,2114.0
lb8s6ljtq,70.0
j8hm06juq,39.0
ibol04f4q,193.0
o4vb52010,92.0
iaau010e0,193.0
ob60620c0,28.0
icg6bx010,1744.0
ie1830010,1772.0
ib2p57030,1612.0
iehc83i7q,1297.0
ic8z13maq,705.0
idb81fhbq,23.0
idnz03noq,48.0
ibjg05o6q,196.0
iciid3ihq,732.0
ie1h84qqq,733.0
idca1u010,2093.0
ibxy05tsq,30.0
idxr21040,3875.0
la9k02z1q,15.0
iegk50010,1757.0
ics308lkq,1282.0
icii25jbq,787.0
iaa301ifq,1153.0
ibfh02030,2117.0
ie182x010,2038.0
ibu620fuq,516.0
idov0flvq,40.0
idi503f4q,173.0
ibxa71syq,165.0
icii91jeq,790.0
idy63eovq,163.0
iac703ldq,33.0
ids0c0iaq,180.0
ib3d16010,1552.0
ib6v01060,1424.0
ib91cr010,862.0
ibh714i7q,41.0
o53002030,47.0
idk406040,3619.0
idov48i4q,40.0
icdm59040,2837.0
ibtx34w4q,580.0
icii61pgq,808.0
idp613s5q,1588.0
iegg05f8q,199.0
ic3t1mdgq,841.0
id0k32vwq,940.0
icok20i4q,114.0
ief713mjq,34.0
idgq05060,256.0
icvba1beq,215.0
idxd62020,3972.0
ic5s090d0,302.0
idy405010,3120.0
ice604q6q,392.0
ieaq07ejq,40.0
ie1889010,2603.0
lbbdafc9q,24.0
idb006w4q,442.0
icvba1b8q,232.0
id9923deq,69.0
ibzga5040,217.0
ibll91elq,471.0
j9p1b1040,3536.0
idp615piq,954.0
ibfp10040,2258.0
la7v01e2q,22.0
idp193idq,36.0
o46p94020,48.0
iebi12qtq,1098.0
ic4526ooq,39.0
ibu904010,2546.0
ibc701010,1287.0
iegb08010,4413.0
lb8s1me5q,73.0
icrz33j7q,135.0
idxb11010,2674.0
ico803szq,201.0
ic4578yrq,39.0
idb80mieq,33.0
ie1c3cuwq,720.0
ocj003030,45.0
ic5m0g010,1534.0
o68m01040,31.0
ie375ae8q,209.0
icvba2c2q,190.0
ibxa73k5q,195.0
iehq10c1q,620.0
ibcj03jxq,71.0
idh237010,4026.0
idwg18010,2336.0
ics311s8q,1623.0
laa103shq,22.0
ibsp08020,287.0
iefk24uiq,996.0
icyr1y010,341.0
ie8c03nyq,161.0
ic6m1dh7q,98.0
ib915li4q,583.0
lc4e65thq,73.0
idko61bmq,348.0
ibh714i4q,43.0
id0o21gsq,162.0
icdb84040,431.0
idjy08040,2441.0
ibld50olq,34.0
o49p01020,24.0
idoq04fhq,658.0
lbuko4txq,67.0
o4ec01030,62.0
ib1b27030,215.0
ib9j41dgq,1611.0
ic6dj2vwq,1382.0
iehl10xjq,200.0
idiy22030,72.0
idwg3f010,2421.0
ocb6p1030,72.0
o4qa07070,66.0
ie4110010,742.0
ibqq33xhq,234.0
ieac01loq,331.0
idci17cjq,38.0
icwz30010,2194.0
icvo02020,2641.0
o4k1o2010,37.0
ic5m6p010,1118.0
lbb91tzwq,14.0
iehl08vhq,190.0
idy682pdq,112.0
iduy41uqq,53.0
iegg04dhq,195.0
idxb28010,2874.0
icwz27020,1673.0
ib4w08hdq,102.0
icqa28010,1876.0
idcd01tjq,161.0
icud01020,6101.0
iblbchopq,1029.0
idrg01dlq,958.0
idcd36iwq,153.0
idcd02slq,2681.0
iaab15sdq,644.0
ic3g02s5q,247.0
ibu885lfq,39.0
icgy13y2q,1122.0
ic0577010,5106.0
ice181o9q,861.0
ibh723fiq,42.0
idq2hi010,1863.0
j9mo01gmq,164.0
iege13070,231.0
ibtxb4prq,349.0
idah04010,7336.0
j90zy1040,66.0
id9632010,2101.0
idi517nkq,187.0
ice1c4xvq,703.0
ibld0ytsq,33.0
iduy05quq,61.0
ic40a3cbq,587.0
id5n03yiq,95.0
idok05e8q,1771.0
laa006yhq,13.0
ibu814fxq,22.0
ibbt02ayq,55.0
ib9128g2q,440.0
ic4105010,11038.0
ibla02stq,1260.0
ie9m19vhq,1072.0
lb1o08glq,10.0
ibm610eqq,109.0
ictn07g9q,767.0
idjf06040,2931.0
idgbe5020,2733.0
o4xcdz010,38.0
o3zx05090,69.0
ic3t2lswq,763.0
ibxa41cuq,209.0
idb711oyq,455.0
lccp04ugq,43.0
ib91oeq1q,266.0
ibsl300a0,94.0
ic6j03auq,115.0
la8m01jyq,102.0
ibjda2k4q,30.0
idgf06uxq,20.0
ice00bhgq,39.0
ibqq35npq,200.0
icz907040,3311.0
ic6dh1k7q,169.0
id0nd4ytq,653.0
ie8r02hoq,211.0
ie2r81040,3081.0
icjs03010,2475.0
iac565fvq,742.0
id0k20010,1937.0
idko16a2q,388.0
ibld16ifq,38.0
ibuc54020,332.0
idw110060,304.0
icqx12bmq,1296.0
ibwv02o8q,97.0
iefk54b6q,976.0
icha14riq,2080.0
labo02l9q,16.0
idc711010,2083.0
idlx11030,2320.0
od0ma9030,15.0
ics305qhq,2292.0
ibeya7020,2172.0
ibffb0mgq,996.0
iee906020,3225.0
ichc010d0,86.0
icg6aqmyq,951.0
idb7b3h9q,30.0
iciia8pcq,797.0
ic5m2w010,1619.0
iaai02quq,179.0
idgq01090,308.0
icg672010,1774.0
icau08010,2393.0
idcw03tsq,242.0
idq22i010,1879.0
idp412010,2145.0
ibld91ttq,21.0
ie7j02buq,125.0
id9w12040,2427.0
o5hkbo070,44.0
iehs01010,2050.0
j8i0c9igq,1848.0
idi501rpq,160.0
id1x10dpq,1479.0
ie1c37010,2230.0
idb002trq,66.0
ib3m53050,397.0
iefk24t3q,1234.0
idwo01buq,192.0
ibt2b6030,3559.0
id9930ktq,54.0
ie4t03030,2527.0
la8q940c0,15.0
idb844a1q,23.0
ida104010,10623.0
ic6dm3liq,103.0
ib6v25060,2063.0
icpf12oms,54.0
iboi4gbjq,2107.0
ib3w38010,184.0
o4ec12020,69.0
icbq01010,2663.0
lcao3choq,28.0
icsr02r8q,66.0
id0n54m6q,774.0
idmea1yhq,44.0
la8q95050,14.0
ibjg23cjq,205.0
ibh708pmq,50.0
o4yk01070,65.0
idp513fzq,3074.0
ie1u70050,267.0
iblc11ziq,456.0
iccza9egq,54.0
ibol05foq,203.0
ibft17040,1886.0
ibu822qcq,31.0
ibc602uuq,439.0
o4k1gk010,34.0
ie0l21k6q,353.0
j8uw30040,55.0
la7t02rvq,20.0
id0p10030,58.0
idup73j3q,23.0
idw1020f0,286.0
idut55f4q,33.0
ibbsg5030,337.0
ickb02h0q,442.0
idg268ixq,38.0
ic5za5iyq,180.0
idy691bpq,120.0
ib9j16lpq,1024.0
icii18cfq,770.0
ic4521h0q,41.0
ibc1b3nhq,34.0
idnza3vcq,54.0
ichy04010,508.0
idme01tlq,42.0
id9901toq,533.0
icok25hwq,91.0
odt502nmq,19.0
ib6g02030,2941.0
ibtp81njq,707.0
iboe2uooq,1219.0
ie37qaiiq,178.0
ibts05030,2795.0
ie1h61xcq,521.0
ic6df3h6q,173.0
ibla01e6q,1308.0
ibbsf0010,520.0
idxr59kjq,1545.0
ie8d09wyq,474.0
ic1k03030,657.0
idus42lxq,165.0
idmg08bqq,131.0
id6h06020,217.0
icnw080k0,136.0
ibwh02010,67.0
ic6x7ryfq,552.0
ider13ebq,866.0
iboe1ptnq,186.0
id7657010,1707.0
obu530030,23.0
id2f16qkq,1547.0
ibu9ch010,1323.0
ibflb5gsq,1035.0
ico501miq,38.0
idxr16070,1938.0
idxb44010,2486.0
id2f21k9q,39.0
idjl22zrq,61.0
ibnh07ojq,1149.0
lb3j55odq,25.0
ichf10b9q,345.0
iby80n010,134.0
ic3f25040,2494.0
idy61rsoq,77.0
ibew5mqeq,1006.0
idg217imq,197.0
iaaud10d0,232.0
ibxj07jmq,1797.0
icwy07okq,62.0
ib4v23h9q,246.0
idxf55020,10209.0
iehq15iwq,575.0
icpf33klq,68.0
ibo822tgq,215.0
id0d93uoq,38.0
iduy31r8q,70.0
ieau09orq,983.0
idcd21glq,169.0
idmt01c6q,592.0
ib91m4010,1203.0
ibh708tiq,28.0
idp121wcq,658.0
ibc171k5q,389.0
o46p42010,32.0
ic450uxhq,42.0
id5o32010,3066.0
ic5ld1suq,812.0
oc3708020,43.0
icau48duq,1259.0
icqr51opq,877.0
icwz09020,1351.0
icze02hvq,549.0
iby07e030,1863.0
idi531y6q,357.0
idvz05igq,3826.0
iej404avq,797.0
icvbb3f6q,103.0
icp504v5q,1081.0
o43j040e0,64.0
iccz80k7q,31.0
ibuc42040,331.0
idi518ijq,198.0
id0k3s010,2128.0
o3tw01nkq,17.0
icrw03070,329.0
j8rq28010,103.0
ib7790020,100.0
idg235nrq,59.0
icii15rnq,799.0
lb2a06h6q,20.0
ibjb03foq,180.0
ibc1a4rvq,721.0
ie1a01hpq,3571.0
icll04hsq,179.0
ie0l41k9q,56.0
iblb8zc9q,819.0
icq946010,1756.0
ie8605fmq,104.0
idgq06090,331.0
idut15sfq,41.0
iccz76paq,36.0
idus13prq,175.0
la8q09030,15.0
ic74b1bbq,154.0
ie7l05w6q,89.0
icii42d0q,805.0
j8ux06pjq,63.0
ibltaseiq,35.0
ic2r01040,4702.0
ib4w04j8q,179.0
lbp107g5q,91.0
icas34010,2597.0
icaz02040,2045.0
lb5h05e0q,16.0
ic5y12owq,1608.0
ic5ld3vgq,40.0
ic5li1n7q,817.0
ie7h21040,218.0
ice084req,27.0
ibc143y8q,38.0
iduy04p4q,66.0
ibu94i010,2569.0
idcf05nxq,37.0
la8m03puq,57.0
o5h9020n0,74.0
ie7g02r3q,583.0
iboi4oi2q,53.0
icii75azq,774.0
ido204050,1296.0
idr220d7q,246.0
ic450lcjq,38.0
icua51010,195.0
icmd26m7q,196.0
iblbg5dsq,958.0
idib05010,2405.0
j8hqdvdoq,1452.0
icrz04jeq,1942.0
ie8d05s9q,376.0
idg202olq,55.0
icwp04inq,172.0
ick439020,1922.0
ibs380010,2030.0
ie0f04i6q,860.0
j8rw06010,2507.0
ie1b30yfq,136.0
ic6m09010,2271.0
iduy05qoq,63.0
idnza3x6q,53.0
lbcl04g0q,19.0
iblk75gcq,3314.0
id9oa1ijq,69.0
id9o38a7q,68.0
icrr01yqq,65.0
oc2s04010,41.0
idvw4h010,2280.0
idda02b8q,84.0
idgg93jeq,1417.0
obg199060,45.0
idgq52020,430.0
odt501cwq,25.0
id0b29b3q,915.0
o53807030,54.0
ibu860ygq,40.0
ibu820wbq,22.0
iegg04d2q,190.0
id0i77010,2044.0
j8dne6030,2102.0
ibct2so5q,31.0
ldhz28010,110.0
ic8z17tpq,106.0
ibxa76hbq,154.0
idg262bpq,39.0
lb6808mxq,29.0
idc91mp9q,735.0
iduy23l3q,355.0
ie2r02030,3766.0
ibct1bc2q,33.0
ic1r15020,303.0
idg226mzq,52.0
j8ig05rxq,40.0
id0d80a1q,37.0
iac737ojq,43.0
idpya8idq,362.0
ic4532apq,36.0
idsr01i9q,195.0
icfdh4coq,1752.0
ib91aicjq,441.0
ibh714i6q,43.0
j8uw21030,81.0
idiy28020,81.0
icau65c1q,1321.0
idjo04fqq,374.0
idnzc3yhq,68.0
ieg618mlq,2259.0
id0b0b010,702.0
ich701tfq,89.0
ics415ftq,130.0
idj554030,2084.0
icr3a2030,387.0
iegg01pzs,105.0
idov33whq,35.0
ibrma1m0q,990.0
idko52p8q,367.0
idvw4jd9q,1151.0
icok07bgq,116.0
o5fx5w020,45.0
idq2at010,1827.0
ibca20mwq,494.0
iduy30qcq,377.0
iegn22nkq,38.0
icqa53suq,655.0
lc3zl1ifq,22.0
ibct98r2q,27.0
iblca4b5q,408.0
id0n93ziq,37.0
o48b0o010,36.0
id0n51i2q,908.0
ic9i04010,3147.0
idb875l0q,35.0
ic2i30030,5027.0
idc761010,2022.0
ib4a91010,1999.0
ocv5b1050,34.0
ican06cwq,88.0
o57t01040,67.0
icii98fhq,770.0
idb644040,2027.0
icok39mdq,110.0
ids0f0vgq,180.0
lbrr01g2q,17.0
ib1p08010,563.0
id0d0mczq,37.0
ibmr02flq,80.0
ie0o23020,1924.0
ibt5b6030,4697.0
j8ux08b5q,1613.0
iehl08v9q,136.0
j8caa1010,939.0
lbho59gdq,22.0
ibbs36ivq,1005.0
ie181zioq,1300.0
ibevevwqq,1245.0
ie0l13hqq,438.0
ibyy71020,3411.0
idxf18020,10171.0
j8i0cal1q,1926.0
ib914y010,1215.0
idv101huq,3475.0
icok25iaq,71.0
idup84xcq,1094.0
id2f30hhq,1556.0
idca4e010,2042.0
iaaub10g0,276.0
ie1324k4q,2147.0
ibx202j5q,613.0
iaaue10c0,291.0
la9x01ebq,12.0
ibwk04d3q,38.0
icnl02060,3179.0
id9o34c9q,259.0
ie4e09mdq,737.0
o6l102010,44.0
laa006ztq,15.0
idca1jnvq,746.0
iciia5ojq,778.0
ibdp18020,754.0
ib91l6010,556.0
icq164z3q,23.0
ie0l30eyq,64.0
iegk97010,1714.0
iefk51uqq,798.0
icb151060,2001.0
ie0l17j4q,435.0
ic4520p8q,36.0
idi114010,1685.0
id0dz9fjq,38.0
ibvi1rcxq,55.0
ibc104lvq,546.0
id9o37wqq,423.0
lce32mdsq,60.0
idy60mcgq,105.0
ictj28g6q,1487.0
ocy535cjq,27.0
ib6d02asq,67.0
ib91my010,1356.0
idi520beq,150.0
idaq02paq,539.0
idq2d8010,1654.0
ie1u36030,310.0
la8q99l7q,17.0
j8ivb1rqq,24.0
ie1h84qvq,476.0
ie1t08uaq,28.0
ibxa41ceq,133.0
ido90o010,2273.0
ics485szq,140.0
id3z02t1q,66.0
id0d17s9q,36.0
idok09n8q,1679.0
icwy06neq,54.0
icm601hhq,186.0
id0r26djq,2325.0
lc9e01hqq,40.0
ibty01050,1272.0
o4k1t9010,36.0
j9i408020,228.0
ic0451seq,194.0
ic5za4020,336.0
ic1338010,3925.0
iehl10xaq,71.0
idp191epq,1068.0
lbme05zsq,18.0
idy62mz8q,88.0
ichda3fnq,177.0
idf503v4q,72.0
oc2h04020,237.0
id9o05diq,59.0
icg608010,1813.0
icqr61dzq,815.0
icwz07020,1437.0
idaz06paq,917.0
ibcy39ptq,125.0
iac525erq,789.0
icha36i7q,163.0
ib1f31020,1902.0
ibfi16040,2474.0
ibc1c3mtq,30.0
la8m01loq,103.0
id1la5hjq,201.0
ic5s030d0,327.0
la7t01pfq,16.0
ocy529h2q,20.0
ie8c04pgq,190.0
ib4a67010,1585.0
iduy01lnq,67.0
icpg14euq,60.0
icqa2p010,1605.0
id0b01a8q,182.0
la8q97070,14.0
iddo02kzq,115.0
lbi613veq,45.0
id1v04dcq,996.0
ib91hrnoq,709.0
idj555010,4360.0
id0i0n010,1799.0
id2f19ovq,1803.0
o57d01040,65.0
ie0h02gxq,3620.0
iac711jcq,34.0
ie130ff4q,2037.0
iblc07ddq,831.0
iaag03aeq,410.0
icgz01u8q,502.0
idzv04cqq,953.0
ichc02060,79.0
ib919m010,1440.0
id9928iaq,61.0
lbor02hzq,23.0
id0512020,715.0
idcn01d0q,67.0
id0f05010,8530.0
ib5r03010,4646.0
ie0h02gvq,4804.0
ibqt01050,180.0
icps02lxq,689.0
ic5z10ooq,211.0
o5hkc7040,51.0
iciia7omq,782.0
idqx04d7q,415.0
ie9m12a5q,1068.0
icr817c0q,1372.0
ib91oz010,821.0
icn610040,3658.0
ib4103010,3140.0
icau17i0q,1491.0
j8i0bygfq,2050.0
id9632020,2230.0
ibwu01050,150.0
idh501030,1398.0
ie1832s9q,895.0
iaao05010,568.0
icgy22o5q,1189.0
ibu80mm0q,24.0
icf925hdq,62.0
icwz04020,1200.0
idca30ziq,679.0
ib2k30k9q,142.0
ic7445tsq,884.0
j8r001020,3430.0
icgy11kuq,1226.0
idme01sgq,59.0
iboi5riwq,1093.0
idot3bb6q,747.0
id0k2f010,2077.0
ic6xdu010,1498.0
iehl03n0q,187.0
iduy25mqq,37.0
la9k02zyq,21.0
id0o08ifq,130.0
ibxa79pwq,201.0
icok35grq,199.0
iboi6cl8q,84.0
idy61sfcq,110.0
iedk49ygq,852.0
ic6m5e010,1645.0
idwf05v4q,72.0
ic1r62010,364.0
ie1b04x5q,187.0
ic6m1dhaq,516.0
ibxa83eqq,181.0
icii45hzq,555.0
iboa44opq,1144.0
icdb73050,446.0
idov09toq,32.0
ie1u21010,418.0
ib910wtmq,160.0
idy60xr5q,166.0
o5h749040,58.0
idya02dhq,278.0
ibs307020,3378.0
ibca01mqq,650.0
iby714010,1425.0
ie1t12fsq,25.0
ic7h25cbq,1274.0
ido93myfq,763.0
lb8s2hc8q,64.0
idp531a2q,2431.0
iccz79u4q,33.0
ic9t11xtq,231.0
icw828060,3980.0
ic4521h2q,39.0
lc4e64t5q,89.0
iegk16010,1751.0
iaac13090,51.0
ib91h5z4q,268.0
ibct66p5q,29.0
icwy28yfq,46.0
idvw3l010,2292.0
iciid7k6q,737.0
ie180cgnq,1433.0
iduw03k4q,42.0
icvba4doq,112.0
idy62sf6q,123.0
ics413feq,109.0
ieec13020,1849.0
idx5a6z1q,178.0
id8520c8q,90.0
idot60q6q,447.0
idx5a2p4q,189.0
ibca25n4q,703.0
la9k02c4q,24.0
lc4e6lybq,85.0
iccz82nlq,49.0
id1la4050,312.0
icpp22jwq,213.0
ib91ku010,1327.0
ib91jr010,723.0
iaau110g0,188.0
j8qj15080,83.0
ibfo07040,2419.0
ie377bejq,157.0
ibw903f3q,102.0
idgb89020,3122.0
id0k46bxq,673.0
ic4408010,8810.0
iblt0vd5q,62.0
id2f05dmq,3443.0
ie4n57030,2052.0
iblk84raq,3300.0
lbx402cpq,96.0
iefk13krq,35.0
ibzc23q5q,739.0
icaj12izq,1322.0
idx5a3voq,191.0
idwi3f010,2431.0
ic6dm2l3q,165.0
ib3821bwq,135.0
ie1u92030,288.0
ie0l26s3q,220.0
ibld0slzq,41.0
ids0d0g5q,77.0
iegj3q010,1935.0
idp533zoq,178.0
ie0l17jaq,440.0
ibsl21050,102.0
ic0wa1010,394.0
icfca3010,1630.0
idi520b9q,183.0
ie7h080d0,235.0
ib91o8jrq,163.0
icb401030,2607.0
lbg811dpq,20.0
idml13030,2495.0
iciif3jgq,597.0
id0o18a7q,123.0
idj604g5q,53.0
idv701sgq,1411.0
icdxcg010,2856.0
icpw3felq,519.0
ibxa61j3q,135.0
idov70jnq,35.0
ie1b27j7q,121.0
ie9603kqq,164.0
idp501aoq,2257.0
idp541alq,169.0
iehl01kkq,170.0
icii43cqq,789.0
oc8404230,33.0
ie6k05giq,217.0
idov0butq,28.0
icha36i8q,162.0
iaah13070,569.0
idp611q2q,1564.0
ibct68o6q,21.0
lc2305anq,21.0
lbry04kzq,31.0
ic0537010,4730.0
iehl02loq,178.0
idb842hdq,33.0
o4j801050,47.0
icg684hfq,840.0
ieag59kwq,111.0
idms01w8q,119.0
lb4r03gfq,52.0
id0d55r5q,37.0
ie1h94svq,814.0
ibbszkanq,116.0
o45a03020,51.0
iblb3hvoq,516.0
ic6m2h010,1759.0
ib911vk0q,766.0
ic8z05znq,122.0
ibwh04020,85.0
ie7y11ppq,61.0
idp101i9q,1029.0
icgy04d1q,597.0
ib5t05020,3871.0
ic8501010,2200.0
ibg001maq,159.0
idci42ptq,1415.0
ie2221020,781.0
ics349m2q,1290.0
ic5m5j010,1501.0
ic5z09hsq,196.0
idfe01jsq,382.0
lbuhv1mvq,47.0
icx551020,5012.0
icon04030,206.0
ibu96w010,2563.0
ibu9de010,2583.0
icr315070,572.0
ie6d07010,2984.0
idp131pbq,776.0
icii59rqq,799.0
ib91gjhdq,510.0
idbha6010,326.0
idy605eqq,191.0
idy657gbq,156.0
ibf116040,1724.0
iclu70ddq,621.0
idvw26010,2055.0
la8p010n0,14.0
ic6dk2m2q,134.0
idkv02010,637.0
ibca20mzq,753.0
ibfg16030,2150.0
ie0d78f4q,34.0
id2f33vyq,1690.0
icr871j4q,1482.0
icaj07oaq,1377.0
ib91npgrq,654.0
obpw010p0,31.0
ibc1a1l7q,752.0
ic1369010,3167.0
idvw10ajq,738.0
ibu521lhq,67.0
ibdy05kzq,44.0
ic0q01010,942.0
icd007fsq,145.0
ib91agw1q,472.0
ib1f89enq,973.0
icpf28f1q,274.0
iedn32020,1182.0
idx5a2010,346.0
iciih2lhq,738.0
iccz76okq,30.0
ieg808stq,124.0
idg222kbq,208.0
ibbs36iuq,341.0
idwx04010,3422.0
icpf09buq,422.0
icpf20foq,436.0
ie1b15gxq,167.0
idor050d0,420.0
icgy13xxq,1233.0
idg263daq,272.0
idi512raq,125.0
icvy02020,636.0
ic4580rnq,34.0
idkb09030,3156.0
ie0d0qiwq,29.0
id5d26gqq,75.0
ida913apq,881.0
icnh06030,2840.0
iby81tflq,81.0
lcao57ygq,38.0
idy64bq9q,127.0
iaan01boq,641.0
ibct1jmiq,31.0
idot04igq,816.0
id1l30030,337.0
iegg06anq,105.0
idci41mnq,1764.0
ic4570h9q,41.0
id0k0xa1s,669.0
ib915i010,1239.0
j8qo23050,119.0
iac596gnq,716.0
ib2k08jrq,174.0
ic0590020,3535.0
iegk0c010,1796.0
ib3t04030,3275.0
idsl01010,2444.0
ibfa14040,1980.0
idp44k010,1845.0
ibv514nnq,1017.0
o4an17020,32.0
lcx203yiq,14.0
idp41hf2q,756.0
j8q902010,72.0
idwl06x8q,490.0
ic5s01090,332.0
ie0d75yzq,37.0
ib91lw010,1483.0
ibem01usq,54.0
icg698j1q,868.0
ibt809010,197.0
id24060f0,351.0
icgf15n1q,38.0
j8i0bhl8q,2276.0
ic5s110e0,317.0
idxq19030,1444.0
icvbb3f9q,96.0
idov0kmqq,39.0
ibk313bjq,679.0
j8nw05060,124.0
iabk030a0,1476.0
ict201040,1828.0
icii55erq,779.0
idxo07020,4596.0
lb6b10010,41.3
idxf12070,11241.0
ibyk05xxq,212.0
iefh02s2q,3014.0
iduy02mdq,57.0
ibsq54hwq,705.0
icq953010,1912.0
ic2m04idq,167.0
idi509r5q,124.0
idgbg8020,2854.0
idx5a5poq,186.0
idkv01010,499.0
ib91nuwfq,477.0
idq23h010,1941.0
j8vb07010,90.0
o5db540d0,60.0
icjl02010,2023.0
o5dv01040,41.0
ich314080,351.0
icfcc4a6q,808.0
ib91o5010,842.0
icaj13tzq,1124.0
idp1c4wnq,451.0
la8o06vqq,59.0
ieg811luq,182.0
ie2uz4010,2190.0
iaauf10a0,325.0
ibu521lfq,67.0
labo93lqq,15.0
ib91fnn7q,632.0
id0b2l010,996.0
ic5f01020,2843.0
odt502060,28.0
ib3m01010,5650.0
idg220jfq,375.0
ibm610ewq,116.0
id5804010,1678.0
icha18aeq,135.0
ic3h45k6q,85.0
o53832020,47.0
iduy28puq,55.0
icm919030,2027.0
idnzh3f8q,58.0
ice191ilq,831.0
ice00hjqs,24.0
idwg62a2q,676.0
ibsl21030,106.0
icfdg0bbq,1909.0
icqs09dxq,601.0
id0b0nvfq,796.0
id0o32h5q,639.0
idx5a2pdq,159.0
iciih8csq,595.0
ib9j34ycq,1591.0
idci27izq,1641.0
icii95ecq,783.0
ibxd90xmq,1030.0
idgg64020,1842.0
ib91csuiq,394.0
ib8c5d010,118.0
o5bn05030,128.0
ibls18u9q,51.0
icdv02kpq,590.0
idy60emsq,194.0
ic5s11070,316.0
ic8503010,2931.0
ibbs55gkq,195.0
ic0513010,5219.0
ib91dw010,1270.0
icno12010,5061.0
id1k0v010,2735.0
ie0004x5q,304.0
idg223kwq,58.0
ieag30010,2908.0
ic5s010b0,344.0
idb849gxq,40.0
ie7y05010,177.0
ic8x26030,3992.0
iac513aqq,1377.0
idiy25030,70.0
icpg20nxq,56.0
idvf05010,8178.0
ic3f18040,3039.0
iduy09mtq,537.0
icwy26prq,50.0
idwc52nvq,100.0
idgq71060,411.0
idkj04020,2045.0
ibbsy1quq,225.0
ib917g010,1534.0
idoa05c3q,458.0
ic4587d2q,34.0
idwg30010,1948.0
icpe22brq,143.0
ice072wyq,39.0
icok23dcq,157.0
ids0f0060,315.0
idov42olq,39.0
idq2ao010,2297.0
ibbsf1g1q,190.0
ibbs20g8q,235.0
iac511acq,1407.0
ico101030,312.0
j9qs08010,178.0
ibu611ruq,871.0
ic5m18010,1628.0
ic2i33030,3127.0
ie1c96bnq,270.0
iddn07080,292.0
icpg13edq,45.0
j8qy21viq,56.0
idp181a6q,816.0
ie0l23ozq,447.0
iabf02k0q,91.0
lc4e4monq,67.0
id7312030,3554.0
idup04e1q,289.0
iedh47010,2620.0
icr202t7q,97.0
lb3s08igq,22.0
icau37oyq,1187.0
ibbszjb2q,242.0
icq104yzq,33.0
iblc93z9q,42.0
idvz01yiq,3459.0
j8rl09010,92.0
iehl04ogq,165.0
ie7j01ktq,119.0
ie6d06020,5026.0
ibbw12oqq,109.0
iciia6p3q,753.0
ibyq06030,1835.0
ic5w04i2q,627.0
idiy15030,48.0
icg681010,1891.0
id0o07hrq,159.0
idup31qpq,838.0
iclu30rsq,668.0
o50151030,110.0
idy638gfq,99.0
ic5lk1qqq,802.0
id9929jhq,62.0
ibtx11rtq,634.0
j8uw10030,85.0
ic5v02a9q,50.0
